 3.44000000000000E+0000  2.42612304687500E+0001 -1.34399414062500E+0001 
 3.94000000000000E+0000  2.69448242187500E+0001 -1.51152343750000E+0001 
 4.44000000000000E+0000  2.95649414062500E+0001 -1.67700195312500E+0001 
 4.94000000000000E+0000  3.21567382812500E+0001 -1.83857421875000E+0001 
 5.44000000000000E+0000  3.47177734375000E+0001 -1.99746093750000E+0001 
 5.94000000000000E+0000  3.72514648437500E+0001 -2.15263671875000E+0001 
 6.44000000000000E+0000  3.97373046875000E+0001 -2.30297851562500E+0001 
 6.94000000000000E+0000  4.20996093750000E+0001 -2.44570312500000E+0001 
 7.44000000000000E+0000  4.42583007812500E+0001 -2.57519531250000E+0001 
 7.94000000000000E+0000  4.61000976562500E+0001 -2.68637695312500E+0001 
 8.44000000000000E+0000  4.75317382812500E+0001 -2.77270507812500E+0001 
 8.94000000000000E+0000  4.85034179687500E+0001 -2.82944335937500E+0001 
 9.44000000000000E+0000  4.90244140625000E+0001 -2.85639648437500E+0001 
 9.94000000000000E+0000  4.91748046875000E+0001 -2.85732421875000E+0001 
 1.04400000000000E+0001  4.90878906250000E+0001 -2.83896484375000E+0001 
 1.09400000000000E+0001  4.88955078125000E+0001 -2.80952148437500E+0001 
 1.14400000000000E+0001  4.87089843750000E+0001 -2.77524414062500E+0001 
 1.19400000000000E+0001  4.85913085937500E+0001 -2.73955078125000E+0001 
 1.24400000000000E+0001  4.85698242187500E+0001 -2.70380859375000E+0001 
 1.29400000000000E+0001  4.86416015625000E+0001 -2.66928710937500E+0001 
 1.34400000000000E+0001  4.87851562500000E+0001 -2.63710937500000E+0001 
 1.39400000000000E+0001  4.89677734375000E+0001 -2.60742187500000E+0001 
 1.44400000000000E+0001  4.91606445312500E+0001 -2.58198242187500E+0001 
 1.49400000000000E+0001  4.93217773437500E+0001 -2.55952148437500E+0001 
 1.54400000000000E+0001  4.94560546875000E+0001 -2.53969726562500E+0001 
 1.59400000000000E+0001  4.95551757812500E+0001 -2.52231445312500E+0001 
 1.64400000000000E+0001  4.96186523437500E+0001 -2.50546875000000E+0001 
